body_id,glomerulus,n_inputs,n_ipsi_inputs,n_contra_inputs,source_orn_files,pn_output_weight,ln_total_connections,source_pn_files,LN_instance,LN_type,combined_LN_type,broad_LN_group,orn_total_inputs,contra_orn_preference,pn_output_fraction,pn_output_percent,has_orn_input,has_pn_output,same_glomerulus_convergence_score,passes_glomerulus_orn_input_filter,log_pn_output_weight,plot_group
5813018460,VL2a,183.0,20.0,163.0,5813018460_il3LN6_R_glomerular_ORN_inputs_ipsi_contra.csv,28.0,7089.0,5813018460_['il3LN6_R']_glomerular_PN_synapses.csv,il3LN6_R,il3LN6,il3LN6,il3LN,183.0,0.7814207650273224,0.003949781351389477,0.3949781351389477,True,True,0.010392960465391114,True,1.462397997898956,il3LN
5813018460,VL2p,171.0,27.0,144.0,5813018460_il3LN6_R_glomerular_ORN_inputs_ipsi_contra.csv,56.0,7089.0,5813018460_['il3LN6_R']_glomerular_PN_synapses.csv,il3LN6_R,il3LN6,il3LN6,il3LN,171.0,0.6842105263157895,0.007899562702778954,0.7899562702778954,True,True,0.021852546368974563,True,1.7558748556724915,il3LN
5813018460,VM7v,53.0,6.0,47.0,5813018460_il3LN6_R_glomerular_ORN_inputs_ipsi_contra.csv,10.0,7089.0,5813018460_['il3LN6_R']_glomerular_PN_synapses.csv,il3LN6_R,il3LN6,il3LN6,il3LN,53.0,0.7735849056603774,0.001410636196924813,0.14106361969248132,True,True,0.0026166957093965194,True,1.0413926851582251,il3LN
5901206553,DA1,1117.0,170.0,947.0,5901206553_il3LN6_L_glomerular_ORN_inputs_ipsi_contra.csv,280.0,6330.0,5901206553_['il3LN6_L']_glomerular_PN_synapses.csv,il3LN6_L,il3LN6,il3LN6,il3LN,1117.0,0.6956132497761862,0.044233807266982623,4.423380726698262,True,True,0.1734900442621287,True,2.44870631990508,il3LN
5901206553,DC1,261.0,72.0,189.0,5901206553_il3LN6_L_glomerular_ORN_inputs_ipsi_contra.csv,24.0,6330.0,5901206553_['il3LN6_L']_glomerular_PN_synapses.csv,il3LN6_L,il3LN6,il3LN6,il3LN,261.0,0.4482758620689655,0.0037914691943127963,0.37914691943127965,True,True,0.005470878996344058,True,1.3979400086720377,il3LN
5901206553,DC2,128.0,6.0,122.0,5901206553_il3LN6_L_glomerular_ORN_inputs_ipsi_contra.csv,24.0,6330.0,5901206553_['il3LN6_L']_glomerular_PN_synapses.csv,il3LN6_L,il3LN6,il3LN6,il3LN,128.0,0.90625,0.0037914691943127963,0.37914691943127965,True,True,0.01106011835558979,True,1.3979400086720377,il3LN
5901206553,DC4,366.0,45.0,321.0,5901206553_il3LN6_L_glomerular_ORN_inputs_ipsi_contra.csv,26.0,6330.0,5901206553_['il3LN6_L']_glomerular_PN_synapses.csv,il3LN6_L,il3LN6,il3LN6,il3LN,366.0,0.7540983606557377,0.004107424960505529,0.41074249605055296,True,True,0.01020853311511972,True,1.4313637641589874,il3LN
5901206553,DL1,173.0,23.0,150.0,5901206553_il3LN6_L_glomerular_ORN_inputs_ipsi_contra.csv,40.0,6330.0,5901206553_['il3LN6_L']_glomerular_PN_synapses.csv,il3LN6_L,il3LN6,il3LN6,il3LN,173.0,0.7341040462427746,0.00631911532385466,0.631911532385466,True,True,0.017226845372396684,True,1.6127838567197355,il3LN
5901206553,DL2d,89.0,5.0,84.0,5901206553_il3LN6_L_glomerular_ORN_inputs_ipsi_contra.csv,11.0,6330.0,5901206553_['il3LN6_L']_glomerular_PN_synapses.csv,il3LN6_L,il3LN6,il3LN6,il3LN,89.0,0.8876404494382022,0.0017377567140600316,0.17377567140600317,True,True,0.003832976336449886,True,1.0791812460476249,il3LN
5901206553,DL2v,302.0,45.0,257.0,5901206553_il3LN6_L_glomerular_ORN_inputs_ipsi_contra.csv,32.0,6330.0,5901206553_['il3LN6_L']_glomerular_PN_synapses.csv,il3LN6_L,il3LN6,il3LN6,il3LN,302.0,0.7019867549668874,0.005055292259083728,0.5055292259083728,True,True,0.012408224944283293,True,1.5185139398778875,il3LN
5901206553,DL5,159.0,34.0,125.0,5901206553_il3LN6_L_glomerular_ORN_inputs_ipsi_contra.csv,21.0,6330.0,5901206553_['il3LN6_L']_glomerular_PN_synapses.csv,il3LN6_L,il3LN6,il3LN6,il3LN,159.0,0.5723270440251572,0.0033175355450236967,0.33175355450236965,True,True,0.005869009636022675,True,1.3424226808222062,il3LN
5901206553,DM1,469.0,72.0,397.0,5901206553_il3LN6_L_glomerular_ORN_inputs_ipsi_contra.csv,45.0,6330.0,5901206553_['il3LN6_L']_glomerular_PN_synapses.csv,il3LN6_L,il3LN6,il3LN6,il3LN,469.0,0.6929637526652452,0.0071090047393364926,0.7109004739336493,True,True,0.01886096950038333,True,1.662757831681574,il3LN
5901206553,DM2,145.0,26.0,119.0,5901206553_il3LN6_L_glomerular_ORN_inputs_ipsi_contra.csv,31.0,6330.0,5901206553_['il3LN6_L']_glomerular_PN_synapses.csv,il3LN6_L,il3LN6,il3LN6,il3LN,145.0,0.6413793103448275,0.004897314375987362,0.48973143759873616,True,True,0.010886001642721153,True,1.505149978319906,il3LN
5901206553,DM3,131.0,25.0,106.0,5901206553_il3LN6_L_glomerular_ORN_inputs_ipsi_contra.csv,13.0,6330.0,5901206553_['il3LN6_L']_glomerular_PN_synapses.csv,il3LN6_L,il3LN6,il3LN6,il3LN,131.0,0.6183206106870229,0.0020537124802527647,0.20537124802527648,True,True,0.0033512142205237,True,1.146128035678238,il3LN
5901206553,DM4,162.0,41.0,121.0,5901206553_il3LN6_L_glomerular_ORN_inputs_ipsi_contra.csv,15.0,6330.0,5901206553_['il3LN6_L']_glomerular_PN_synapses.csv,il3LN6_L,il3LN6,il3LN6,il3LN,162.0,0.49382716049382713,0.002369668246445498,0.23696682464454977,True,True,0.0032445014595281507,True,1.2041199826559248,il3LN
5901206553,DM6,278.0,42.0,236.0,5901206553_il3LN6_L_glomerular_ORN_inputs_ipsi_contra.csv,34.0,6330.0,5901206553_['il3LN6_L']_glomerular_PN_synapses.csv,il3LN6_L,il3LN6,il3LN6,il3LN,278.0,0.697841726618705,0.005371248025276461,0.537124802527646,True,True,0.013326443573246145,True,1.5440680443502757,il3LN
5901206553,DP1l,459.0,89.0,370.0,5901206553_il3LN6_L_glomerular_ORN_inputs_ipsi_contra.csv,33.0,6330.0,5901206553_['il3LN6_L']_glomerular_PN_synapses.csv,il3LN6_L,il3LN6,il3LN6,il3LN,459.0,0.6122004357298475,0.005213270142180095,0.5213270142180095,True,True,0.011254613244936505,True,1.5314789170422551,il3LN
5901206553,DP1m,1011.0,176.0,835.0,5901206553_il3LN6_L_glomerular_ORN_inputs_ipsi_contra.csv,60.0,6330.0,5901206553_['il3LN6_L']_glomerular_PN_synapses.csv,il3LN6_L,il3LN6,il3LN6,il3LN,1011.0,0.6518298714144412,0.009478672985781991,0.9478672985781991,True,True,0.025398960969526794,True,1.7853298350107671,il3LN
5901206553,VC1,206.0,19.0,187.0,5901206553_il3LN6_L_glomerular_ORN_inputs_ipsi_contra.csv,50.0,6330.0,5901206553_['il3LN6_L']_glomerular_PN_synapses.csv,il3LN6_L,il3LN6,il3LN6,il3LN,206.0,0.8155339805825242,0.007898894154818325,0.7898894154818324,True,True,0.025328099598831526,True,1.7075701760979363,il3LN
5901206553,VC3,107.0,33.0,74.0,5901206553_il3LN6_L_glomerular_ORN_inputs_ipsi_contra.csv,14.0,6330.0,5901206553_['il3LN6_L']_glomerular_PN_synapses.csv,il3LN6_L,il3LN6,il3LN6,il3LN,107.0,0.38317757009345793,0.0022116903633491313,0.22116903633491314,True,True,0.0022949916809624376,True,1.1760912590556813,il3LN
5901206553,VL2a,480.0,54.0,426.0,5901206553_il3LN6_L_glomerular_ORN_inputs_ipsi_contra.csv,96.0,6330.0,5901206553_['il3LN6_L']_glomerular_PN_synapses.csv,il3LN6_L,il3LN6,il3LN6,il3LN,480.0,0.775,0.015165876777251185,1.5165876777251186,True,True,0.053769114818428394,True,1.9867717342662448,il3LN
5901206553,VL2p,341.0,51.0,290.0,5901206553_il3LN6_L_glomerular_ORN_inputs_ipsi_contra.csv,99.0,6330.0,5901206553_['il3LN6_L']_glomerular_PN_synapses.csv,il3LN6_L,il3LN6,il3LN6,il3LN,341.0,0.7008797653958945,0.015639810426540283,1.5639810426540284,True,True,0.05048015629649078,True,2.0,il3LN
5901206553,VM7v,75.0,11.0,64.0,5901206553_il3LN6_L_glomerular_ORN_inputs_ipsi_contra.csv,19.0,6330.0,5901206553_['il3LN6_L']_glomerular_PN_synapses.csv,il3LN6_L,il3LN6,il3LN6,il3LN,75.0,0.7066666666666667,0.0030015797788309636,0.30015797788309634,True,True,0.006354296786664285,True,1.3010299956639813,il3LN
5813054773,DA1,25.0,6.0,19.0,5813054773_l2LN18_R_glomerular_ORN_inputs_ipsi_contra.csv,33.0,5741.0,5813054773_['l2LN18_R']_glomerular_PN_synapses.csv,l2LN18_R,l2LN18,l2LN18,l2LN,25.0,0.52,0.005748127503919178,0.5748127503919178,True,True,0.01054038435854613,True,1.5314789170422551,l2LN
5813054773,DC1,111.0,34.0,77.0,5813054773_l2LN18_R_glomerular_ORN_inputs_ipsi_contra.csv,55.0,5741.0,5813054773_['l2LN18_R']_glomerular_PN_synapses.csv,l2LN18_R,l2LN18,l2LN18,l2LN,111.0,0.38738738738738737,0.009580212506531963,0.9580212506531963,True,True,0.014939100524893063,True,1.7481880270062005,l2LN
5813054773,DC2,36.0,3.0,33.0,5813054773_l2LN18_R_glomerular_ORN_inputs_ipsi_contra.csv,40.0,5741.0,5813054773_['l2LN18_R']_glomerular_PN_synapses.csv,l2LN18_R,l2LN18,l2LN18,l2LN,36.0,0.8333333333333334,0.006967427277477792,0.6967427277477791,True,True,0.02156170276202931,True,1.6127838567197355,l2LN
5813054773,DC4,144.0,34.0,110.0,5813054773_l2LN18_R_glomerular_ORN_inputs_ipsi_contra.csv,23.0,5741.0,5813054773_['l2LN18_R']_glomerular_PN_synapses.csv,l2LN18_R,l2LN18,l2LN18,l2LN,144.0,0.5277777777777778,0.00400627068454973,0.40062706845497303,True,True,0.006719742610956533,True,1.380211241711606,l2LN
5813054773,DL1,34.0,8.0,26.0,5813054773_l2LN18_R_glomerular_ORN_inputs_ipsi_contra.csv,77.0,5741.0,5813054773_['l2LN18_R']_glomerular_PN_synapses.csv,l2LN18_R,l2LN18,l2LN18,l2LN,34.0,0.5294117647058824,0.013412297509144749,1.3412297509144748,True,True,0.030935369088147046,True,1.8920946026904804,l2LN
5813054773,DL2d,53.0,11.0,42.0,5813054773_l2LN18_R_glomerular_ORN_inputs_ipsi_contra.csv,125.0,5741.0,5813054773_['l2LN18_R']_glomerular_PN_synapses.csv,l2LN18_R,l2LN18,l2LN18,l2LN,53.0,0.5849056603773585,0.021773210242118098,2.17732102421181,True,True,0.06159137481615844,True,2.100370545117563,l2LN
5813054773,DL2v,25.0,9.0,16.0,5813054773_l2LN18_R_glomerular_ORN_inputs_ipsi_contra.csv,52.0,5741.0,5813054773_['l2LN18_R']_glomerular_PN_synapses.csv,l2LN18_R,l2LN18,l2LN18,l2LN,25.0,0.28,0.00905765546072113,0.9057655460721129,True,True,0.01006923014480385,True,1.724275869600789,l2LN
5813054773,DL5,51.0,4.0,47.0,5813054773_l2LN18_R_glomerular_ORN_inputs_ipsi_contra.csv,31.0,5741.0,5813054773_['l2LN18_R']_glomerular_PN_synapses.csv,l2LN18_R,l2LN18,l2LN18,l2LN,51.0,0.8431372549019608,0.005399756140045288,0.5399756140045289,True,True,0.015778579117636932,True,1.505149978319906,l2LN
5813054773,DM1,134.0,51.0,83.0,5813054773_l2LN18_R_glomerular_ORN_inputs_ipsi_contra.csv,33.0,5741.0,5813054773_['l2LN18_R']_glomerular_PN_synapses.csv,l2LN18_R,l2LN18,l2LN18,l2LN,134.0,0.23880597014925373,0.005748127503919178,0.5748127503919178,True,True,0.0048405898317089,True,1.5314789170422551,l2LN
5813054773,DM2,26.0,5.0,21.0,5813054773_l2LN18_R_glomerular_ORN_inputs_ipsi_contra.csv,35.0,5741.0,5813054773_['l2LN18_R']_glomerular_PN_synapses.csv,l2LN18_R,l2LN18,l2LN18,l2LN,26.0,0.6153846153846154,0.006096498867793067,0.6096498867793068,True,True,0.013444257939084733,True,1.5563025007672873,l2LN
5813054773,DM4,65.0,24.0,41.0,5813054773_l2LN18_R_glomerular_ORN_inputs_ipsi_contra.csv,54.0,5741.0,5813054773_['l2LN18_R']_glomerular_PN_synapses.csv,l2LN18_R,l2LN18,l2LN18,l2LN,65.0,0.26153846153846155,0.009406026824595019,0.9406026824595018,True,True,0.009858191052331834,True,1.7403626894942439,l2LN
5813054773,DP1l,98.0,33.0,65.0,5813054773_l2LN18_R_glomerular_ORN_inputs_ipsi_contra.csv,83.0,5741.0,5813054773_['l2LN18_R']_glomerular_PN_synapses.csv,l2LN18_R,l2LN18,l2LN18,l2LN,98.0,0.32653061224489793,0.014457411600766417,1.4457411600766417,True,True,0.020916944388071193,True,1.9242792860618816,l2LN
5813054773,DP1m,199.0,35.0,164.0,5813054773_l2LN18_R_glomerular_ORN_inputs_ipsi_contra.csv,112.0,5741.0,5813054773_['l2LN18_R']_glomerular_PN_synapses.csv,l2LN18_R,l2LN18,l2LN18,l2LN,199.0,0.6482412060301508,0.019508796376937816,1.9508796376937816,True,True,0.05978446421688297,True,2.0530784434834195,l2LN
5813054773,VC1,32.0,1.0,31.0,5813054773_l2LN18_R_glomerular_ORN_inputs_ipsi_contra.csv,37.0,5741.0,5813054773_['l2LN18_R']_glomerular_PN_synapses.csv,l2LN18_R,l2LN18,l2LN18,l2LN,32.0,0.9375,0.0064448702316669566,0.6444870231666957,True,True,0.02197853508369779,True,1.5797835966168101,l2LN
5813054773,VC3,44.0,17.0,27.0,5813054773_l2LN18_R_glomerular_ORN_inputs_ipsi_contra.csv,42.0,5741.0,5813054773_['l2LN18_R']_glomerular_PN_synapses.csv,l2LN18_R,l2LN18,l2LN18,l2LN,44.0,0.22727272727272727,0.007315798641351681,0.7315798641351681,True,True,0.006253677885509715,True,1.6334684555795864,l2LN
5813054773,VL2a,93.0,33.0,60.0,5813054773_l2LN18_R_glomerular_ORN_inputs_ipsi_contra.csv,74.0,5741.0,5813054773_['l2LN18_R']_glomerular_PN_synapses.csv,l2LN18_R,l2LN18,l2LN18,l2LN,93.0,0.2903225806451613,0.012889740463333913,1.2889740463333914,True,True,0.016156829391390633,True,1.8750612633917,l2LN
5813054773,VL2p,68.0,26.0,42.0,5813054773_l2LN18_R_glomerular_ORN_inputs_ipsi_contra.csv,40.0,5741.0,5813054773_['l2LN18_R']_glomerular_PN_synapses.csv,l2LN18_R,l2LN18,l2LN18,l2LN,68.0,0.23529411764705882,0.006967427277477792,0.6967427277477791,True,True,0.0060880101916318055,True,1.6127838567197355,l2LN
1702336197,DC1,45.0,35.0,10.0,1702336197_l2LN19_R_glomerular_ORN_inputs_ipsi_contra.csv,12.0,585.0,1702336197_['l2LN19_R']_glomerular_PN_synapses.csv,l2LN19_R,l2LN19,l2LN19,l2LN,45.0,-0.5555555555555556,0.020512820512820513,2.051282051282051,True,True,-0.029230192107823783,True,1.1139433523068367,l2LN
1702336197,DC4,42.0,31.0,11.0,1702336197_l2LN19_R_glomerular_ORN_inputs_ipsi_contra.csv,27.0,585.0,1702336197_['l2LN19_R']_glomerular_PN_synapses.csv,l2LN19_R,l2LN19,l2LN19,l2LN,42.0,-0.47619047619047616,0.046153846153846156,4.615384615384616,True,True,-0.07323526395989459,True,1.4471580313422192,l2LN
1702336197,VM7v,33.0,17.0,16.0,1702336197_l2LN19_R_glomerular_ORN_inputs_ipsi_contra.csv,12.0,585.0,1702336197_['l2LN19_R']_glomerular_PN_synapses.csv,l2LN19_R,l2LN19,l2LN19,l2LN,33.0,-0.030303030303030304,0.020512820512820513,2.051282051282051,True,True,-0.0015943741149722062,True,1.1139433523068367,l2LN
1793744512,DC4,30.0,20.0,10.0,1793744512_l2LN19_R_glomerular_ORN_inputs_ipsi_contra.csv,13.0,637.0,1793744512_['l2LN19_R']_glomerular_PN_synapses.csv,l2LN19_R,l2LN19,l2LN19,l2LN,30.0,-0.3333333333333333,0.02040816326530612,2.0408163265306123,True,True,-0.01795277094976366,True,1.146128035678238,l2LN
1793744512,VM7v,31.0,11.0,20.0,1793744512_l2LN19_R_glomerular_ORN_inputs_ipsi_contra.csv,16.0,637.0,1793744512_['l2LN19_R']_glomerular_PN_synapses.csv,l2LN19_R,l2LN19,l2LN19,l2LN,31.0,0.2903225806451613,0.02511773940345369,2.511773940345369,True,True,0.02066049129204918,True,1.2304489213782739,l2LN
1670597533,DM1,39.0,20.0,19.0,1670597533_lLN1_a_R_glomerular_ORN_inputs_ipsi_contra.csv,20.0,3668.0,1670597533_['lLN1_a_R']_glomerular_PN_synapses.csv,lLN1_a_R,lLN1_a,lLN1,lLN1,39.0,-0.02564102564102564,0.0054525627044711015,0.5452562704471101,True,True,-0.00042565255120144044,True,1.3222192947339193,lLN1
1640887603,DM2,39.0,8.0,31.0,1640887603_lLN1_b_R_glomerular_ORN_inputs_ipsi_contra.csv,21.0,3515.0,1640887603_['lLN1_b_R']_glomerular_PN_synapses.csv,lLN1_b_R,lLN1_b,lLN1,lLN1,39.0,0.5897435897435898,0.005974395448079659,0.5974395448079659,True,True,0.010890859721866483,True,1.3424226808222062,lLN1
1642623277,DP1m,77.0,50.0,27.0,1642623277_lLN1_b_R_glomerular_ORN_inputs_ipsi_contra.csv,115.0,4671.0,1642623277_['lLN1_b_R']_glomerular_PN_synapses.csv,lLN1_b_R,lLN1_b,lLN1,lLN1,77.0,-0.2987012987012987,0.024619995718261616,2.4619995718261616,True,True,-0.03495801965561571,True,2.0644579892269186,lLN1
1642623277,VL2a,39.0,10.0,29.0,1642623277_lLN1_b_R_glomerular_ORN_inputs_ipsi_contra.csv,54.0,4671.0,1642623277_['lLN1_b_R']_glomerular_PN_synapses.csv,lLN1_b_R,lLN1_b,lLN1,lLN1,39.0,0.48717948717948717,0.011560693641618497,1.1560693641618496,True,True,0.022569832672125967,True,1.7403626894942439,lLN1
5813054725,DM3,61.0,27.0,34.0,5813054725_lLN1_b_R_glomerular_ORN_inputs_ipsi_contra.csv,52.0,4524.0,5813054725_['lLN1_b_R']_glomerular_PN_synapses.csv,lLN1_b_R,lLN1_b,lLN1,lLN1,61.0,0.11475409836065574,0.011494252873563218,1.1494252873563218,True,True,0.005236865158256049,True,1.724275869600789,lLN1
5813054777,DL4,282.0,148.0,134.0,5813054777_lLN1_b_R_glomerular_ORN_inputs_ipsi_contra.csv,34.0,4119.0,5813054777_['lLN1_b_R']_glomerular_PN_synapses.csv,lLN1_b_R,lLN1_b,lLN1,lLN1,282.0,-0.04964539007092199,0.008254430687059966,0.8254430687059966,True,True,-0.0014569618368337706,True,1.5440680443502757,lLN1
1578826464,VL2a,152.0,23.0,129.0,1578826464_lLN1_c_R_glomerular_ORN_inputs_ipsi_contra.csv,69.0,3723.0,1578826464_['lLN1_c_R']_glomerular_PN_synapses.csv,lLN1_c_R,lLN1_c,lLN1,lLN1,152.0,0.6973684210526315,0.018533440773569703,1.8533440773569703,True,True,0.05491025594870615,True,1.845098040014257,lLN1
1824101645,DL2v,28.0,9.0,19.0,1824101645_lLN1_c_R_glomerular_ORN_inputs_ipsi_contra.csv,57.0,4310.0,1824101645_['lLN1_c_R']_glomerular_PN_synapses.csv,lLN1_c_R,lLN1_c,lLN1,lLN1,28.0,0.35714285714285715,0.013225058004640371,1.322505800464037,True,True,0.019178426549647486,True,1.7634279935629373,lLN1
5813047691,DC4,28.0,13.0,15.0,5813047691_lLN1_c_R_glomerular_ORN_inputs_ipsi_contra.csv,6.0,3505.0,5813047691_['lLN1_c_R']_glomerular_PN_synapses.csv,lLN1_c_R,lLN1_c,lLN1,lLN1,28.0,0.07142857142857142,0.0017118402282453639,0.17118402282453637,True,True,0.0002379348052645584,True,0.8450980400142568,lLN1
5813062199,VC3,64.0,25.0,39.0,5813062199_lLN1_c_R_glomerular_ORN_inputs_ipsi_contra.csv,52.0,4040.0,5813062199_['lLN1_c_R']_glomerular_PN_synapses.csv,lLN1_c_R,lLN1_c,lLN1,lLN1,64.0,0.21875,0.01287128712871287,1.2871287128712872,True,True,0.0111787303259048,True,1.724275869600789,lLN1
1825789179,DC4,68.0,54.0,14.0,1825789179_lLN10_R_glomerular_ORN_inputs_ipsi_contra.csv,38.0,1144.0,1825789179_['lLN10_R']_glomerular_PN_synapses.csv,lLN10_R,lLN10,lLN10,other lLN,68.0,-0.5882352941176471,0.033216783216783216,3.3216783216783217,True,True,-0.07158337235341761,True,1.591064607026499,other lLN
1702318692,DL1,35.0,32.0,3.0,1702318692_lLN16a_R_glomerular_ORN_inputs_ipsi_contra.csv,3.0,114.0,1702318692_['lLN16a_R']_glomerular_PN_synapses.csv,lLN16a_R,lLN16a,lLN16a,other lLN,35.0,-0.8285714285714286,0.02631578947368421,2.631578947368421,True,True,-0.030227471031937465,True,0.6020599913279624,other lLN
