LN_instance,LN_bodyid,glomerulus,n_inputs,n_ipsi_inputs,n_contra_inputs
v2LN35_R,1668944259,DM3,8,3,5
v2LN35_R,1668944259,DC1,11,5,6
v2LN35_R,1668944259,DC2,25,10,15
v2LN35_R,1668944259,DC4,107,44,63
v2LN35_R,1668944259,DP1m,11,2,9
v2LN35_R,1668944259,DM6,4,1,3
v2LN35_R,1668944259,DA2,0,0,0
v2LN35_R,1668944259,DM1,2,1,1
v2LN35_R,1668944259,DA3,0,0,0
v2LN35_R,1668944259,VM7v,3,2,1
v2LN35_R,1668944259,VC2,0,0,0
v2LN35_R,1668944259,DM2,3,2,1
v2LN35_R,1668944259,,0,0,0
v2LN35_R,1668944259,VC1,8,0,8
v2LN35_R,1668944259,VA6,0,0,0
v2LN35_R,1668944259,VM7d,0,0,0
v2LN35_R,1668944259,VM5d,0,0,0
v2LN35_R,1668944259,VM5v,0,0,0
v2LN35_R,1668944259,VP1m,14,14,0
v2LN35_R,1668944259,VC4,0,0,0
v2LN35_R,1668944259,VC3,1,1,0
v2LN35_R,1668944259,V,37,37,0
v2LN35_R,1668944259,VP1d,1,1,0
