LN_instance,LN_bodyid,glomerulus,n_inputs,n_ipsi_inputs,n_contra_inputs
lLN2T_c(Tortuous)_R,1704347707,DM3,129,57,72
lLN2T_c(Tortuous)_R,1704347707,DL5,48,7,41
lLN2T_c(Tortuous)_R,1704347707,D,2,2,0
lLN2T_c(Tortuous)_R,1704347707,DA1,501,164,337
lLN2T_c(Tortuous)_R,1704347707,DL4,161,68,93
lLN2T_c(Tortuous)_R,1704347707,DC1,127,52,75
lLN2T_c(Tortuous)_R,1704347707,DC2,165,47,118
lLN2T_c(Tortuous)_R,1704347707,VA6,0,0,0
lLN2T_c(Tortuous)_R,1704347707,DL3,87,36,51
lLN2T_c(Tortuous)_R,1704347707,DM1,253,88,165
lLN2T_c(Tortuous)_R,1704347707,DP1m,290,110,180
lLN2T_c(Tortuous)_R,1704347707,DL2d,124,48,76
lLN2T_c(Tortuous)_R,1704347707,DM4,110,44,66
lLN2T_c(Tortuous)_R,1704347707,DC4,60,29,31
lLN2T_c(Tortuous)_R,1704347707,DL1,47,12,35
lLN2T_c(Tortuous)_R,1704347707,VM7v,20,10,10
lLN2T_c(Tortuous)_R,1704347707,DM6,144,49,95
lLN2T_c(Tortuous)_R,1704347707,DL2v,164,77,87
lLN2T_c(Tortuous)_R,1704347707,DA2,0,0,0
lLN2T_c(Tortuous)_R,1704347707,DP1l,101,31,70
lLN2T_c(Tortuous)_R,1704347707,VL2p,45,10,35
lLN2T_c(Tortuous)_R,1704347707,DM2,123,29,94
lLN2T_c(Tortuous)_R,1704347707,VL2a,150,38,112
lLN2T_c(Tortuous)_R,1704347707,VM7d,0,0,0
lLN2T_c(Tortuous)_R,1704347707,DC3,9,9,0
lLN2T_c(Tortuous)_R,1704347707,VM6,1,0,1
lLN2T_c(Tortuous)_R,1704347707,VC2,0,0,0
lLN2T_c(Tortuous)_R,1704347707,VC3,28,15,13
lLN2T_c(Tortuous)_R,1704347707,,0,0,0
lLN2T_c(Tortuous)_R,1704347707,VC1,32,4,28
lLN2T_c(Tortuous)_R,1704347707,VP1d,1,1,0
lLN2T_c(Tortuous)_R,1704347707,VA1d,2,2,0
lLN2T_c(Tortuous)_R,1704347707,VM5d,0,0,0
lLN2T_c(Tortuous)_R,1704347707,VA1v,2,2,0
lLN2T_c(Tortuous)_R,1704347707,VA7m,0,0,0
lLN2T_c(Tortuous)_R,1704347707,VP1m,8,8,0
lLN2T_c(Tortuous)_R,1704347707,VC4,0,0,0
lLN2T_c(Tortuous)_R,1704347707,VA3,3,2,1
lLN2T_c(Tortuous)_R,1704347707,VA2,0,0,0
lLN2T_c(Tortuous)_R,1704347707,VA4,0,0,0
lLN2T_c(Tortuous)_R,1704347707,VM2,0,0,0
lLN2T_c(Tortuous)_R,1704347707,VC5,5,5,0
lLN2T_c(Tortuous)_R,1704347707,VM1,0,0,0
lLN2T_c(Tortuous)_R,1704347707,VM4,3,3,0
lLN2T_c(Tortuous)_R,1704347707,VA5,0,0,0
lLN2T_c(Tortuous)_R,1704347707,V,258,258,0
lLN2T_c(Tortuous)_R,1704347707,VP1l,1,1,0
