LN_instance,LN_bodyid,glomerulus,n_inputs,n_ipsi_inputs,n_contra_inputs
lLN2P_c(Patchy)_R,5813132949,DM3,52,17,35
lLN2P_c(Patchy)_R,5813132949,DL5,39,14,25
lLN2P_c(Patchy)_R,5813132949,D,1,1,0
lLN2P_c(Patchy)_R,5813132949,DA1,48,14,34
lLN2P_c(Patchy)_R,5813132949,DC2,59,12,47
lLN2P_c(Patchy)_R,5813132949,DP1m,9,2,7
lLN2P_c(Patchy)_R,5813132949,DL2d,6,4,2
lLN2P_c(Patchy)_R,5813132949,DC4,118,50,68
lLN2P_c(Patchy)_R,5813132949,DC1,31,15,16
lLN2P_c(Patchy)_R,5813132949,VA6,0,0,0
lLN2P_c(Patchy)_R,5813132949,DL1,22,5,17
lLN2P_c(Patchy)_R,5813132949,DM4,44,15,29
lLN2P_c(Patchy)_R,5813132949,DM1,23,11,12
lLN2P_c(Patchy)_R,5813132949,DM2,32,10,22
lLN2P_c(Patchy)_R,5813132949,VL2a,32,15,17
lLN2P_c(Patchy)_R,5813132949,DL2v,1,1,0
lLN2P_c(Patchy)_R,5813132949,VM7d,0,0,0
lLN2P_c(Patchy)_R,5813132949,VP4,92,57,35
lLN2P_c(Patchy)_R,5813132949,VM7v,13,6,7
lLN2P_c(Patchy)_R,5813132949,VC2,0,0,0
lLN2P_c(Patchy)_R,5813132949,VC3,15,8,7
lLN2P_c(Patchy)_R,5813132949,,0,0,0
lLN2P_c(Patchy)_R,5813132949,VC1,20,6,14
lLN2P_c(Patchy)_R,5813132949,VM5d,0,0,0
lLN2P_c(Patchy)_R,5813132949,VP1m,37,37,0
lLN2P_c(Patchy)_R,5813132949,VA7m,0,0,0
lLN2P_c(Patchy)_R,5813132949,VM5v,0,0,0
lLN2P_c(Patchy)_R,5813132949,VA2,0,0,0
lLN2P_c(Patchy)_R,5813132949,VM6,0,0,0
lLN2P_c(Patchy)_R,5813132949,VC4,0,0,0
lLN2P_c(Patchy)_R,5813132949,VA1v,0,0,0
lLN2P_c(Patchy)_R,5813132949,VP1l,3,3,0
lLN2P_c(Patchy)_R,5813132949,VC5,0,0,0
lLN2P_c(Patchy)_R,5813132949,VA7l,0,0,0
lLN2P_c(Patchy)_R,5813132949,VM3,1,1,0
lLN2P_c(Patchy)_R,5813132949,VA5,0,0,0
lLN2P_c(Patchy)_R,5813132949,VL1,10,10,0
lLN2P_c(Patchy)_R,5813132949,VA3,0,0,0
lLN2P_c(Patchy)_R,5813132949,V,1,1,0
