LN_instance,LN_bodyid,glomerulus,n_inputs,n_ipsi_inputs,n_contra_inputs
v2LN3b_R,5813034455,DM3,22,18,4
v2LN3b_R,5813034455,DL5,26,19,7
v2LN3b_R,5813034455,D,0,0,0
v2LN3b_R,5813034455,DL3,2,2,0
v2LN3b_R,5813034455,DL2d,18,17,1
v2LN3b_R,5813034455,DM4,75,51,24
v2LN3b_R,5813034455,DC2,18,14,4
v2LN3b_R,5813034455,DM1,14,12,2
v2LN3b_R,5813034455,DP1m,2,2,0
v2LN3b_R,5813034455,DC4,12,7,5
v2LN3b_R,5813034455,DC1,4,4,0
v2LN3b_R,5813034455,DM6,1,1,0
v2LN3b_R,5813034455,DL4,2,2,0
v2LN3b_R,5813034455,DA3,1,1,0
v2LN3b_R,5813034455,DP1l,1,0,1
v2LN3b_R,5813034455,DA1,1,0,1
v2LN3b_R,5813034455,DM2,1,0,1
v2LN3b_R,5813034455,VL2a,1,1,0
v2LN3b_R,5813034455,DL2v,5,5,0
v2LN3b_R,5813034455,DA2,0,0,0
v2LN3b_R,5813034455,DC3,12,12,0
v2LN3b_R,5813034455,,0,0,0
v2LN3b_R,5813034455,VC1,17,7,10
v2LN3b_R,5813034455,VA1d,4,4,0
v2LN3b_R,5813034455,VA6,0,0,0
v2LN3b_R,5813034455,VA1v,2,2,0
v2LN3b_R,5813034455,VM6,0,0,0
v2LN3b_R,5813034455,VC3,3,2,1
v2LN3b_R,5813034455,VL2p,7,5,2
v2LN3b_R,5813034455,VM5v,0,0,0
v2LN3b_R,5813034455,VM5d,0,0,0
v2LN3b_R,5813034455,VA7m,0,0,0
v2LN3b_R,5813034455,VA2,0,0,0
v2LN3b_R,5813034455,VC5,5,5,0
v2LN3b_R,5813034455,VA7l,0,0,0
v2LN3b_R,5813034455,VA3,0,0,0
v2LN3b_R,5813034455,VA5,0,0,0
v2LN3b_R,5813034455,VM1,1,1,0
v2LN3b_R,5813034455,VM4,1,1,0
