LN_instance,LN_bodyid,glomerulus,n_inputs,n_ipsi_inputs,n_contra_inputs
il3LN6_L,5901206553,DM3,131,25,106
il3LN6_L,5901206553,DL5,159,34,125
il3LN6_L,5901206553,D,0,0,0
il3LN6_L,5901206553,DA1,1117,170,947
il3LN6_L,5901206553,DC1,261,72,189
il3LN6_L,5901206553,DC2,128,6,122
il3LN6_L,5901206553,VA6,0,0,0
il3LN6_L,5901206553,DM1,469,72,397
il3LN6_L,5901206553,DP1m,1011,176,835
il3LN6_L,5901206553,DL2d,89,5,84
il3LN6_L,5901206553,DC4,366,45,321
il3LN6_L,5901206553,DL1,173,23,150
il3LN6_L,5901206553,DM4,162,41,121
il3LN6_L,5901206553,VM7v,75,11,64
il3LN6_L,5901206553,DM6,278,42,236
il3LN6_L,5901206553,DL2v,302,45,257
il3LN6_L,5901206553,DA2,0,0,0
il3LN6_L,5901206553,DL3,3,3,0
il3LN6_L,5901206553,DP1l,459,89,370
il3LN6_L,5901206553,VL2p,341,51,290
il3LN6_L,5901206553,DM2,145,26,119
il3LN6_L,5901206553,VL2a,480,54,426
il3LN6_L,5901206553,VM7d,0,0,0
il3LN6_L,5901206553,DC3,14,14,0
il3LN6_L,5901206553,VC2,0,0,0
il3LN6_L,5901206553,DA4l,0,0,0
il3LN6_L,5901206553,VM6,5,0,5
il3LN6_L,5901206553,VC3,107,33,74
il3LN6_L,5901206553,VC1,206,19,187
il3LN6_L,5901206553,VA1d,4,4,0
il3LN6_L,5901206553,VA1v,1,1,0
il3LN6_L,5901206553,VM5d,0,0,0
il3LN6_L,5901206553,VA3,8,3,5
il3LN6_L,5901206553,VP1d,1,1,0
il3LN6_L,5901206553,VC4,0,0,0
il3LN6_L,5901206553,VA7l,12,0,12
il3LN6_L,5901206553,,0,0,0
il3LN6_L,5901206553,VA4,0,0,0
il3LN6_L,5901206553,VA5,0,0,0
il3LN6_L,5901206553,VA7m,0,0,0
il3LN6_L,5901206553,VM4,0,0,0
il3LN6_L,5901206553,VL1,2,2,0
