LN_instance,LN_bodyid,glomerulus,n_inputs,n_ipsi_inputs,n_contra_inputs
lLN2R_b(Regional)_R,1702305987,DL5,3,2,1
lLN2R_b(Regional)_R,1702305987,D,0,0,0
lLN2R_b(Regional)_R,1702305987,DA1,72,38,34
lLN2R_b(Regional)_R,1702305987,DL4,10,4,6
lLN2R_b(Regional)_R,1702305987,VA6,0,0,0
lLN2R_b(Regional)_R,1702305987,DC1,8,6,2
lLN2R_b(Regional)_R,1702305987,DM6,3,1,2
lLN2R_b(Regional)_R,1702305987,DL2v,10,9,1
lLN2R_b(Regional)_R,1702305987,DL1,9,7,2
lLN2R_b(Regional)_R,1702305987,DA3,2,2,0
lLN2R_b(Regional)_R,1702305987,DA2,0,0,0
lLN2R_b(Regional)_R,1702305987,DL3,3,3,0
lLN2R_b(Regional)_R,1702305987,VL2a,33,18,15
lLN2R_b(Regional)_R,1702305987,DA4m,0,0,0
lLN2R_b(Regional)_R,1702305987,DC3,12,12,0
lLN2R_b(Regional)_R,1702305987,VA1d,1,1,0
lLN2R_b(Regional)_R,1702305987,VM5d,0,0,0
lLN2R_b(Regional)_R,1702305987,VA1v,5,5,0
lLN2R_b(Regional)_R,1702305987,VP1d,1,1,0
lLN2R_b(Regional)_R,1702305987,VA7m,0,0,0
lLN2R_b(Regional)_R,1702305987,VC2,0,0,0
lLN2R_b(Regional)_R,1702305987,VC1,7,3,4
lLN2R_b(Regional)_R,1702305987,VA7l,0,0,0
lLN2R_b(Regional)_R,1702305987,VL1,24,24,0
lLN2R_b(Regional)_R,1702305987,VA3,0,0,0
lLN2R_b(Regional)_R,1702305987,VA5,0,0,0
