LN_instance,LN_bodyid,glomerulus,n_inputs,n_ipsi_inputs,n_contra_inputs
lLN2T_a(Tortuous)_R,5813032595,DM3,49,14,35
lLN2T_a(Tortuous)_R,5813032595,D,0,0,0
lLN2T_a(Tortuous)_R,5813032595,DA1,10,2,8
lLN2T_a(Tortuous)_R,5813032595,DL5,42,3,39
lLN2T_a(Tortuous)_R,5813032595,DC1,50,15,35
lLN2T_a(Tortuous)_R,5813032595,DC2,41,7,34
lLN2T_a(Tortuous)_R,5813032595,DL3,19,13,6
lLN2T_a(Tortuous)_R,5813032595,DM1,48,19,29
lLN2T_a(Tortuous)_R,5813032595,DL2d,18,9,9
lLN2T_a(Tortuous)_R,5813032595,DP1m,26,11,15
lLN2T_a(Tortuous)_R,5813032595,DM4,37,18,19
lLN2T_a(Tortuous)_R,5813032595,VA6,0,0,0
lLN2T_a(Tortuous)_R,5813032595,DL1,60,19,41
lLN2T_a(Tortuous)_R,5813032595,DL4,10,2,8
lLN2T_a(Tortuous)_R,5813032595,DM6,45,12,33
lLN2T_a(Tortuous)_R,5813032595,DL2v,16,10,6
lLN2T_a(Tortuous)_R,5813032595,DA2,0,0,0
lLN2T_a(Tortuous)_R,5813032595,DC4,25,7,18
lLN2T_a(Tortuous)_R,5813032595,DA4m,0,0,0
lLN2T_a(Tortuous)_R,5813032595,DA3,3,3,0
lLN2T_a(Tortuous)_R,5813032595,VP1d,48,48,0
lLN2T_a(Tortuous)_R,5813032595,DP1l,71,34,37
lLN2T_a(Tortuous)_R,5813032595,VL2p,31,17,14
lLN2T_a(Tortuous)_R,5813032595,DM2,24,8,16
lLN2T_a(Tortuous)_R,5813032595,VL2a,101,27,74
lLN2T_a(Tortuous)_R,5813032595,VM7d,0,0,0
lLN2T_a(Tortuous)_R,5813032595,VP4,114,77,37
lLN2T_a(Tortuous)_R,5813032595,DM5,2,2,0
lLN2T_a(Tortuous)_R,5813032595,DC3,2,2,0
lLN2T_a(Tortuous)_R,5813032595,VC2,0,0,0
lLN2T_a(Tortuous)_R,5813032595,VM7v,2,1,1
lLN2T_a(Tortuous)_R,5813032595,VC3,8,5,3
lLN2T_a(Tortuous)_R,5813032595,,0,0,0
lLN2T_a(Tortuous)_R,5813032595,VC1,26,6,20
lLN2T_a(Tortuous)_R,5813032595,VA1d,0,0,0
lLN2T_a(Tortuous)_R,5813032595,VM5d,0,0,0
lLN2T_a(Tortuous)_R,5813032595,VM5v,0,0,0
lLN2T_a(Tortuous)_R,5813032595,VP1l,15,15,0
lLN2T_a(Tortuous)_R,5813032595,VP1m,77,77,0
lLN2T_a(Tortuous)_R,5813032595,VA1v,2,2,0
lLN2T_a(Tortuous)_R,5813032595,VM6,1,0,1
lLN2T_a(Tortuous)_R,5813032595,VC4,0,0,0
lLN2T_a(Tortuous)_R,5813032595,VA7m,0,0,0
lLN2T_a(Tortuous)_R,5813032595,VA3,7,0,7
lLN2T_a(Tortuous)_R,5813032595,VA7l,3,0,3
lLN2T_a(Tortuous)_R,5813032595,VP2,23,23,0
lLN2T_a(Tortuous)_R,5813032595,VA4,0,0,0
lLN2T_a(Tortuous)_R,5813032595,VA2,0,0,0
lLN2T_a(Tortuous)_R,5813032595,VP3,24,24,0
lLN2T_a(Tortuous)_R,5813032595,VP5,5,5,0
lLN2T_a(Tortuous)_R,5813032595,VC5,1,1,0
lLN2T_a(Tortuous)_R,5813032595,VL1,160,160,0
lLN2T_a(Tortuous)_R,5813032595,VM1,0,0,0
lLN2T_a(Tortuous)_R,5813032595,VA5,0,0,0
lLN2T_a(Tortuous)_R,5813032595,VM4,0,0,0
lLN2T_a(Tortuous)_R,5813032595,V,30,30,0
