LN_instance,LN_bodyid,glomerulus,n_inputs,n_ipsi_inputs,n_contra_inputs
lLN2P_b(Patchy)_R,5813039309,DM3,151,61,90
lLN2P_b(Patchy)_R,5813039309,D,0,0,0
lLN2P_b(Patchy)_R,5813039309,DL5,1,1,0
lLN2P_b(Patchy)_R,5813039309,VA6,0,0,0
lLN2P_b(Patchy)_R,5813039309,DM1,225,108,117
lLN2P_b(Patchy)_R,5813039309,DP1m,89,56,33
lLN2P_b(Patchy)_R,5813039309,DM4,22,11,11
lLN2P_b(Patchy)_R,5813039309,DM2,87,41,46
lLN2P_b(Patchy)_R,5813039309,DA2,0,0,0
lLN2P_b(Patchy)_R,5813039309,DC4,6,5,1
lLN2P_b(Patchy)_R,5813039309,DL2v,26,15,11
lLN2P_b(Patchy)_R,5813039309,DA4m,0,0,0
lLN2P_b(Patchy)_R,5813039309,VL2p,50,24,26
lLN2P_b(Patchy)_R,5813039309,DP1l,30,18,12
lLN2P_b(Patchy)_R,5813039309,VL2a,179,90,89
lLN2P_b(Patchy)_R,5813039309,VM7d,0,0,0
lLN2P_b(Patchy)_R,5813039309,VM7v,2,1,1
lLN2P_b(Patchy)_R,5813039309,VM6,6,0,6
lLN2P_b(Patchy)_R,5813039309,VA3,4,1,3
lLN2P_b(Patchy)_R,5813039309,VC3,5,4,1
lLN2P_b(Patchy)_R,5813039309,,0,0,0
lLN2P_b(Patchy)_R,5813039309,VC5,3,3,0
lLN2P_b(Patchy)_R,5813039309,VP5,1,1,0
lLN2P_b(Patchy)_R,5813039309,VL1,80,80,0
lLN2P_b(Patchy)_R,5813039309,V,52,52,0
