LN_instance,LN_bodyid,glomerulus,n_inputs,n_ipsi_inputs,n_contra_inputs
v2LN3a_R,1700644008,DL5,6,6,0
v2LN3a_R,1700644008,DC1,29,19,10
v2LN3a_R,1700644008,DM1,32,27,5
v2LN3a_R,1700644008,DP1m,70,56,14
v2LN3a_R,1700644008,DC4,86,75,11
v2LN3a_R,1700644008,DC2,35,31,4
v2LN3a_R,1700644008,DM4,26,25,1
v2LN3a_R,1700644008,D,0,0,0
v2LN3a_R,1700644008,DA1,2,1,1
v2LN3a_R,1700644008,DM2,2,2,0
v2LN3a_R,1700644008,VM5d,0,0,0
v2LN3a_R,1700644008,VL2p,10,10,0
v2LN3a_R,1700644008,VM5v,0,0,0
v2LN3a_R,1700644008,VC1,1,1,0
v2LN3a_R,1700644008,VA2,0,0,0
v2LN3a_R,1700644008,VA3,0,0,0
v2LN3a_R,1700644008,VA4,0,0,0
v2LN3a_R,1700644008,VM7v,1,1,0
v2LN3a_R,1700644008,VM1,0,0,0
