LN_instance,LN_bodyid,glomerulus,n_inputs,n_ipsi_inputs,n_contra_inputs
lLN2R_a(Regional)_R,5813034531,DL5,20,2,18
lLN2R_a(Regional)_R,5813034531,DL2d,100,20,80
lLN2R_a(Regional)_R,5813034531,DP1m,21,3,18
lLN2R_a(Regional)_R,5813034531,DL1,7,0,7
lLN2R_a(Regional)_R,5813034531,DL2v,33,12,21
lLN2R_a(Regional)_R,5813034531,VP1d,189,189,0
lLN2R_a(Regional)_R,5813034531,DP1l,220,58,162
lLN2R_a(Regional)_R,5813034531,VL2p,168,45,123
lLN2R_a(Regional)_R,5813034531,VP4,182,114,68
lLN2R_a(Regional)_R,5813034531,VL2a,75,7,68
lLN2R_a(Regional)_R,5813034531,VM6,1,0,1
lLN2R_a(Regional)_R,5813034531,VP1l,40,40,0
lLN2R_a(Regional)_R,5813034531,VP1m,17,17,0
lLN2R_a(Regional)_R,5813034531,VA7l,0,0,0
lLN2R_a(Regional)_R,5813034531,VP2,90,90,0
lLN2R_a(Regional)_R,5813034531,,0,0,0
lLN2R_a(Regional)_R,5813034531,VP3,6,6,0
lLN2R_a(Regional)_R,5813034531,VL1,378,378,0
lLN2R_a(Regional)_R,5813034531,VA5,0,0,0
lLN2R_a(Regional)_R,5813034531,VM1,0,0,0
lLN2R_a(Regional)_R,5813034531,V,2,2,0
